overall,reviewText,summary,documents
4.0,Good for holding my razor and brush. The finish has stayed nice. Can't ask for much more in something this simple.,Functional and durable,"['good', 'hold', 'razor', 'brush', 'finish', 'stay', 'nice', 'ca', 'nt', 'ask', 'much', 'something', 'simple']"
5.0,This Perfecto stand looks and works great to hold my brush and razor. The construction of the product feels nice and it's got a good weight to it. The chrome of the stand itself also matches my tools well and looks nice when they're paired together. I would recommend this product to anyone who's looking for a nice looking stand for their shaving tools.,This Perfecto stand looks and works great to hold my brush and razor,"['perfecto', 'stand', 'look', 'work', 'great', 'hold', 'brush', 'razor', 'construction', 'product', 'feel', 'nice', 'get', 'good', 'weight', 'chrome', 'stand', 'also', 'match', 'tool', 'well', 'look', 'nice', 'pair', 'together', 'would', 'mend', 'product', 'anyone', 'look', 'nice', 'look', 'stand', 'shaving', 'tool']"
5.0,The jacket is awesome in material but the size was way to big for my baby! I ordered it in a 0-3m but got it and it could fit a 3t. I just donated it to someone that could use it more,The jacket is awesome in material but the size was way to big ...,"['jacket', 'awesome', 'material', 'size', 'way', 'big', 'baby', 'order', 'get', 'could', 'fit', 'donate', 'someone', 'could', 'use']"
5.0,Great quality.,Five Stars,"['great', 'quality']"
5.0,"great product, sturdy, stylish, functional",Five Stars,"['great', 'product', 'sturdy', 'stylish', 'functional']"
5.0,"Good-looking, well-built stand.  My razor and brush rest safely on this stand.  Very happy with this purchase.  It's a must for every mug 'n brush shaver.","Attractive, well-built stand...","['goodlooke', 'wellbuilt', 'stand', 'razor', 'brush', 'rest', 'safely', 'stand', 'happy', 'purchase', 'must', 'every', 'mug', 'n', 'brush', 'shaver']"
5.0,"This product arrived very quickly and is perfect for my razor and shaving brush. It is  beautiful in my bathroom.
Russell",This product arrived very quickly and is perfect for my razor and shaving brush,"['product', 'arrive', 'quickly', 'perfect', 'razor', 'shaving', 'brush', 'beautiful', 'bathroom', 'russell']"
5.0,Purchased as a present for my son. Very handsome looking brush and stand. I am sure he will love it. Quick delivery. Very happy with purchase.,Great Present,"['purchase', 'present', 'son', 'handsome', 'look', 'brush', 'stand', 'sure', 'love', 'quick', 'delivery', 'happy', 'purchase']"
4.0,Does what it's intended to do,Four Stars,['intend']
5.0,Beautiful stand. My double edge razor and shaving brush are displayed on my sink instead of being tucked away in a cabinet. Love the style...,Shaving Elegance,"['beautiful', 'stand', 'double', 'edge', 'razor', 'shaving', 'brush', 'display', 'sink', 'instead', 'tucked', 'away', 'cabinet', 'love', 'style']"
5.0,"Bought another stand for my dad (first was for myself), and they're both awesome",Five Stars,"['buy', 'another', 'stand', 'dad', 'first', 'awesome']"
5.0,Very Nice,Five Stars,['nice']
5.0,This is a very solid piece.  Well manufactured and I am really happy with it.,Well manufactured and I am really happy with it,"['solid', 'piece', 'well', 'manufacture', 'really', 'happy']"
5.0,"Prompt arrive, the stand is exactly as described with good stable stand base.
Finish is quite nice.",the stand is exactly as described with good stable stand base,"['prompt', 'arrive', 'stand', 'exactly', 'describe', 'good', 'stable', 'stand', 'base', 'finish', 'quite', 'nice']"
4.0,Product delivered promptly & as ordered.  It is attractive & function able.  Seems to be well made.,Nice!,"['product', 'deliver', 'promptly', 'order', 'attractive', 'function', 'able', 'seem', 'well', 'make']"
5.0,"Great stand, solid quality.",Five Stars,"['great', 'stand', 'solid', 'quality']"
5.0,great stand for my brush and razor and a plus since my razor is same design,Five Stars,"['great', 'stand', 'brush', 'razor', 'plus', 'since', 'razor', 'design']"
5.0,"I've been looking for a shaving stand for a long time, and finally decided to pull the trigger on this Perfecto model. I'm delighted to say that my first impressions are great. The base is well weighted, and is stable when both my brush and razor are loaded onto it. The fit and finish is likewise excellent. If the chrome plating is as durable as it seems, then this is will probably be the first and last stand I buy!",Great value razor stand,"['look', 'shaving', 'stand', 'long', 'time', 'finally', 'decide', 'pull', 'trigger', 'perfecto', 'model', 'delighted', 'say', 'first', 'impression', 'great', 'base', 'well', 'weighted', 'stable', 'brush', 'razor', 'loaded', 'onto', 'fit', 'finish', 'likewise', 'excellent', 'chrome', 'plating', 'durable', 'seem', 'probably', 'first', 'last', 'stand', 'buy']"
4.0,Really nice product only bummer is that the type of brush I have is a little smaller than the opening. Still works just have to set it a little higher to where the bristles are. Nice chrome finish and compliments the whole wet shave setup.,Nice set up,"['really', 'nice', 'product', 'bummer', 'type', 'brush', 'little', 'small', 'opening', 'still', 'work', 'set', 'little', 'high', 'bristle', 'nice', 'chrome', 'finish', 'compliment', 'whole', 'wet', 'shave', 'setup']"
5.0,"Sturdy, solid, holds my razor and brush, doesn't take up a lot of room. Very well made.
The hooks for the brush are a touch too narrow to hold the brush handle itself, but that is easily solved by resting the brush handle above the hooks and letting the brush hairs hang down (See other reviews, there's a pic or two of other people doing that.)",Would buy again without hesitation.,"['sturdy', 'solid', 'hold', 'razor', 'brush', 'nt', 'take', 'lot', 'room', 'well', 'make', 'hook', 'brush', 'touch', 'narrow', 'hold', 'brush', 'handle', 'easily', 'solve', 'rest', 'brush', 'handle', 'hook', 'let', 'brush', 'hair', 'hang', 'see', 'review', 'pic', 'two', 'people']"
5.0,Awesome quality.,Five Stars,"['awesome', 'quality']"
5.0,"Works great for me, my brush<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Shaving-Factory-Shaving-Brush-Small/dp/B0026761X0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Shaving Factory Shaving Brush, Small</a>&nbsp;does not fit particularly well but it is good for now. Nice weight and ballance.",Works great for me,"['work', 'great', 'brush', 'datahook', 'productlinklinke', 'class', 'alinknormal', 'href', 'shavingfactoryshavingbrushsmalldpbxrefcmcrarpdrvwtxt', 'ieutf', 'shaving', 'factory', 'shaving', 'brush', 'small', 'nbsp', 'fit', 'particularly', 'well', 'good', 'nice', 'weight', 'ballance']"
5.0,Fits my Muhle safety razor and art of shaving brush perfectly.,Why buy the art of shaving one when this one is so good?,"['fit', 'muhle', 'safety', 'razor', 'art', 'shaving', 'brush', 'perfectly']"
5.0,This is a gift for Christmas.. It's very well made. I received it when they said I would. Will buy from this company again.,razor and brush stand.....,"['gift', 'christmas', 'well', 'make', 'receive', 'say', 'would', 'buy', 'company']"
5.0,"Great way to let the brush dry and give it and the razor a place to ""live"".",Five Stars,"['great', 'way', 'let', 'brush', 'dry', 'give', 'razor', 'place', 'live']"
5.0,Great stand. Matches my Merkur razor perfectly. Solid build and fast shipping. Thanks!,Five Stars,"['great', 'stand', 'match', 'merkur', 'razor', 'perfectly', 'solid', 'build', 'fast', 'shipping', 'thanks']"
5.0,Absolutely as advertised - beautiful !!!! I have been using a mug / brush for well over 50 (WOW !!) years and have always stored the brush bristles up. Obviously the brushes weren't well dried / separated the next AM. While checking brush stands @ Amazon I noticed nearly all manufacturers stated the brush should NEVER be stored bristles up. Live and learn. Bristles are now very well dried and separate. The stand base is weighted and the plating should easily outlast me. My only concern (still 5 stars) is that some razors tend to slip out of the retainer. The simple addition of a very small / hard to see rubber band at the tip of the fork solved the problem. Great product !! Would strongly recommend as I would mug / brush shaving. Terrific combination.,Absolutely as advertised - beautiful!!,"['absolutely', 'advertise', 'beautiful', 'use', 'mug', 'brush', 'well', 'wow', 'year', 'always', 'store', 'brush', 'bristle', 'obviously', 'brush', 'nt', 'well', 'dry', 'separate', 'next', 'check', 'brush', 'stand', '@', 'amazon', 'notice', 'nearly', 'manufacturer', 'state', 'brush', 'never', 'store', 'bristle', 'live', 'learn', 'bristle', 'well', 'dry', 'separate', 'stand', 'base', 'weighted', 'plating', 'easily', 'outlast', 'concern', 'still', 'star', 'razor', 'tend', 'slip', 'retainer', 'simple', 'addition', 'small', 'hard', 'see', 'rubber', 'band', 'tip', 'fork', 'solve', 'problem', 'great', 'product', 'would', 'strongly', 'mend', 'would', 'mug', 'brush', 'shaving', 'terrific', 'combination']"
4.0,Good holder,Good Stand,"['good', 'holder']"
5.0,"Ordered 2 of these for my Master bedroom. Couldn't believe how fast they came, 3 days later, they were setting on my front step! Omg I LOVE these shade's! Brought my lamps from Lowes and the shades go great with the lamps and my animal print bedroom theme. I highly recommend these shades.... Very happy customer.",Omg I LOVE these shade's,"['order', 'master', 'bedroom', 'could', 'nt', 'believe', 'fast', 'come', 'day', 'later', 'set', 'front', 'step', 'omg', 'love', 'shade', 'bring', 'lamp', 'lowes', 'shade', 'go', 'great', 'lamp', 'animal', 'print', 'bedroom', 'theme', 'highly', 'mend', 'shade', 'happy', 'customer']"
5.0,"The fit and finish is excellent. The vertical stem does not lean, is very secure with no loose joints. The stand is heavy enough to stay put and there is no danger of it tipping over. I am very pleased with the value of this product and would definitely purchase again and recommend it to my friends and family.",Quality at its best!,"['fit', 'finish', 'excellent', 'vertical', 'stem', 'lean', 'secure', 'loose', 'joint', 'stand', 'heavy', 'enough', 'stay', 'put', 'danger', 'tip', 'pleased', 'value', 'product', 'would', 'definitely', 'purchase', 'mend', 'friend', 'family']"
5.0,"Stand has ample mass to keep it steady. Finish looks good. Unless scratched, I don't see why it should change. This product is exactly as shown and described.",Finish looks good. Unless scratched,"['stand', 'ample', 'mass', 'keep', 'steady', 'finish', 'look', 'good', 'unless', 'scratched', 'nt', 'see', 'change', 'product', 'exactly', 'show', 'describe']"
5.0,"The no fuss stand. Good for the razor and good for the brush. Nothing fancy, just simplicity at its best.",Good for the razor and good for the brush,"['fuss', 'stand', 'good', 'razor', 'good', 'brush', 'nothing', 'fancy', 'simplicity', 'good']"
5.0,I just bought this stand and I simply love it. I have a Merkur razor and a Perfecto brush and they fit perfectly on it. I was so impressed by Perfecto products that I am considering buying their safety razor now.,I just bought this stand and I simply love it. I have a Merkur razor and a ...,"['buy', 'stand', 'simply', 'love', 'merkur', 'razor', 'perfecto', 'brush', 'fit', 'perfectly', 'impress', 'perfecto', 'product', 'consider', 'buy', 'safety', 'razor']"
5.0,"Only have it a few days, so far I like it.  Quality product, great price.",so far I like it. Quality product,"['day', 'far', 'like', 'quality', 'product', 'great', 'price']"
5.0,Feels balanced in hand; easily cleaned,easily,"['feel', 'balance', 'hand', 'easily', 'clean']"
5.0,well made and sturdy. Love it.,Five Stars,"['well', 'make', 'sturdy', 'love']"
5.0,Works Great!,Works Great!,"['work', 'great']"
5.0,"Brings order to my bathroom sink, looks very smart, and functional to boot","looks very smart, and functional to","['bring', 'order', 'bathroom', 'sink', 'look', 'smart', 'functional', 'boot']"
5.0,Very nice quality. Looks great on counter w shaving bowl to match,Nice,"['nice', 'quality', 'look', 'great', 'counter', 'w', 'shaving', 'bowl', 'match']"
5.0,"Simple, yet very elegant. This stand looks great in my bathroom and serves its purpose well.",Great Stand,"['simple', 'yet', 'elegant', 'stand', 'look', 'great', 'bathroom', 'serve', 'purpose', 'well']"
5.0,"I picked this stand because I'm new to DE shaving and wanted an economical, generic stand to start with. I was pleasantly surprised by the feel and quality of this product. It has a decent heft to it, staying firmly in place on my counter with no movement when I remove or hang my accoutrements. The chrome is flawless with a smooth, even finish and appears to be a thicker plating. I am using this stand to hold an Edwin Jagger Brush and a Muhle R89 razor. For the money this is an excellent product that has clean, simple looks and good quality.",Quality built stand at an economical price!,"['pick', 'stand', 'new', 'de', 'shaving', 'want', 'economical', 'generic', 'stand', 'start', 'pleasantly', 'surprised', 'feel', 'quality', 'product', 'decent', 'heft', 'stay', 'firmly', 'place', 'counter', 'movement', 'remove', 'hang', 'accoutrement', 'chrome', 'flawless', 'smooth', 'even', 'finish', 'appear', 'thick', 'plating', 'use', 'stand', 'hold', 'edwin', 'jagger', 'brush', 'muhle', 'r', 'razor', 'money', 'excellent', 'product', 'clean', 'simple', 'look', 'good', 'quality']"
